,id,text,dominant_topic
270,716,Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus !pgibertie.com/2023/07/13/danÖ via @GibertiePatrice,3
271,718,"Je comprends que Merck se rabatte sur nous pour nous dealer leur #Gardasil : Aux USA, ils ont la justice aux basquesÖ????",4
272,719,"#Cancer : Le #Gardasil, un #vaccin ‡ l'effet boomerang 20minutes.fr/sante/802652-20Ö via @20minutes",3
273,720,"Bon allez, une dose de comploplo puisque l'annonce de cette promotion du #Gardasil par macron paraÓt bizarre ‡ tous : quelqu'un sait s'il y a un lien entre les effets des vaxARN chez les jeunes et les effets d˚s au papillomavirus ?",1
274,725,"?? Lien courriel des collectifs Parents En ColËre destinÈ au collËge Jean Lartaut en Pdf :""t.me/stock_infos_PEC/950 ""#Gardasil #Jarnac #macron #ParentsEnColere #PEC",3
275,726,"Les dangers du #Gardasil que le toubib  #Macron veut voir injecter aux enfants de 5È dÈs septembre prochain.""Rebelote la cata vaccin #covid ? ""20minutes.fr/sante/802652-20Ö",1
276,729,"#Jarnac #Gardasil""?? Voici le courriel des collectifs Parents En ColËre destinÈ au collËge Jean Lartaut ‡ Jarnac ainsi qu'une liste d'adresses mail si vous souhaitez Ègalement leur Ècrire et vous faire entendre ! Liste mails :t.me/stock_infos_PEC/949 ""#ProtegeonsNosEnfants",3
277,730,Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus pgibertie.com/2023/07/13/danÖ via @GibertiePatrice,3
278,731,"Nonobstant, jíen profite pour indiquer que líarticle WikipÈdia níest pas hyper bien ‡ jour au sujet du Gardasil 9..."" #Gardasil ""#Gardasil9",3
279,733,"?? Exemple de mail envoyÈ ce jour au collËge de Jarnac."" Pour contacter le collËge :secretariat@jean-lartaut.frvie-scolaire@jean-lartaut.fr #ProtegeonsNosEnfants#Jarnac #Gardasil #macron""t.me/stock_infos_PEC/944",3
280,736,"C'est bien ce que je craignais.""Macron vient, en personne,faire la promotion du vaccin #Gardasil et assistera ‡ une sÈance de vaccination. ""Hallucinant !",2
281,742,"#Gardasil #MacronLaHonte """"#Macron VRP vaccinal pour TOUTES les juteuses affaires de #BigPharma",2
282,743,"RFK: """"""""Beaucoup de choses que je vais dire aujourd'hui seraient diffamatoires si elles n'Ètaient pas vraies. Et, si elles ne sont pas vraies, alors Merck devrait me poursuivre en justice. Mais Merck ne le fera pas. """""""" #gardasil",2
283,744,"??? #Gardasil Avant de foncer tÍte baissÈe et de faire la mÍme erreur que pour le #Covid_19 prenez le temps de regarder le tÈmoignage de cette jeune fille ?? Ado... et dÈj‡ victime ??""""piped.video/watch?v=7g-3tXÖ",1
284,745,Et pour le #Gardasil in en est o˘ des plaintes en cours ?,4
285,748,"??Vers la vaccination obligatoire contre les Papillomavirus ?""Macron se rendra dans un collËge ‡ Jarnac accompagnÈ de Pap NDIAYE et FranÁois BRAUN. Le dÈplacement sera orientÈ sur le thËme de la vaccination contre les infections ‡ Papillomavirus#Gardasil""charentelibre.fr/sante/emmanÖ",3
286,749,"#Gardasil """"#Macron n'a pas d'enfants, il veut piquer les nÙtres.",1
287,751,"AprËs Áa  s'il existe encore des parents qui veulent sacrifier leurs enfants ils en porteront seuls la responsabilitÈ ! """"#Gardasil",1
288,753,Voil‡ Marie OcÈane Bourguignon je n'arrÍtes pas de la citer elle a eu des effets secondaires graves suite ‡ la vaccination au #gardasil,4
289,755,"TrËs important ! A savoir pour tous les parents sur le point de vacciner leurs enfants contre le PAPILLOMAVIRUS #Gardasil"" ""childrenshealthdefense.org/nÖ",2
290,756,"Et non! "" Merci au Dr @amine_umlil et @ctiap_cholet pour ce rappel!  #Gardasil ""ctiapchcholet.blogspot.com/2Ö",0
291,757,Tu vois si tu Ètais un peu moins con tu saurais qu'il n'y a pas que le #Gardasil comme vaccin contre le papillonavirus mais bon comme tu es vraiment un trËs gros con tu ne le sais pas !,0
292,760,Oui bah! ¿ díautres votre propagande mensongËre sur les vaccins s˚r et efficaceÖ #VeranCharalatan #NiOubliNiPardon #Gardasil,4
293,761,"#Gardasil"""" #EffetsSecondaires dÈvastateurs """"""""",1
294,765,#gardasil la mort et tant de souffrance pour un pseudo vaccin qui crÈe le cancer (effet nÈgatif) ! @AssociationPEC @UnionMarche,0
295,766,"SÈance de vaccination #Gardasil dans un collËge avec #macron ?? #EnfantsEnDanger """"#GouvernementCriminel #Vaccin",3
296,767,#macronletraitre #Gardasil #Papillomavirus #vaccin #graphene #GrapheneOxide,0
297,768,#Gardasil ce quíil se passe aux usa et en France ils veulent injecter nos enfants. Cíest NON,1
298,776,"Aux imbÈciles des mÈdias utilisant #AntiVax #Raoult #Gardasil """"@CheckNewsfr",3
299,777,"Ah oui @AfpFactuel .... ??""Et les procËs aux USA contre le #Gardasil et les effets secondaires lÈtales c'est quoi ? Des fakenews ? ??#GardasilSideEffect#vaccineinjuries ""#VaccineSideEffects .....",4
300,781,Qu'ils aillent voir aux US les effets du #Gardasil ...,2
301,783,Líaffaire #Gardasil si vs vaccinez vos enfants soyez conscients des risques que vous prenez odysee.com/@REPORTAGES:c/l-aÖ,1
302,784,"Aux USA en ce moment poursuites judiciaires contre le vax #Gardasil  #Papillomavirus dont Macron fait une promo intensive.""""Comme pour le vax covid,  quand il parle d'efficacitÈ il """"""""oublie"""""""" systÈmatiquement de mentionner les graves effets secondaires.""""www-expertinstitute-com.tranÖ",4
303,785,"«a chauffe avant mÍme le dÈmarrage cette fois. Les parents vont ils se renseigner avant d'envoyer leurs enfants les yeux fermÈs ? Article intÈressant pour une a souligner dans la dÈpÍche ""#Papillomavirus#Gardasil#HPV ""ladepeche.fr/article/2018/11Ö",1
304,787,"Il n'ont visionnÈ ?? CSI n∞99 : Surya Arby 13/04/2023 vaccins anti HPV, synthËse des donnÈes mises ‡ jour ????#gardasil""""crowdbunker.com/v/2Czfyu1J",0
305,789,"ìRien ne justifie de recommander le #vaccin #Gardasil contre les #papillomavirusî"""" parismatch.com/Actu/Sante/RiÖ",3
306,796,"Et les #vaccins criminels, vous en pensez quoi?""#Covid#Gardasil  ""Les Mac do, c'est du menu fretin ‡ cÙtÈ de ces avancÈes politico medico intox qui rendent servile chacun de nous en posant la joue sur le billot",1
307,800,#Gardasil qui est le nouveau VRP sept2023 ?,2
308,808,"??#papillomavirus""??´Ne vaccinez ni filles, ni garÁons par #Gardasil : un vaccin dangereux et inefficaceª?francesoir.fr/opinions-tribuÖMacron s'active pour vacciner les enfants, alors qu'un procËs s'ouvre aux USA sur les effets secondaires...""?francesoir.fr/societe-sante/Ö",2
309,809,"Soit tu rÈpËtes les ‚neries de la TV soit tu es payÈ pour les dires #Vaccinationenfant""#PapillomaVirus#Gardasil ""t.me/vdar_avocat/1255",1
310,810,"Jveux lancer du drama, on fait comment dÈj‡ ? Suffit de dire #gardasil #osteopathe #vaccin ?",1
311,812,#effetsindesirables #Gardasil #nipardonnioubli,0
312,813,"Le culottÈ parle du #Gardasil.""""Encire un pÈtri d'admiration pour les vaccins et de mÈpris pour ceux qui se sont renseignÈs sur cette daube.",1
313,814,"INCROYABLE !!??""""@raoult_didier  a changÈ de camp complËtement, a vouloir le pouvoir ...nous on en perd toute confiance en la """"""""mÈdecine"""""""" !!""""Au bout de combien d'effets secondaires ils vont arrÍter cette vaccination ??????? #GARDASIL??",1
314,815,"Nous envoyons nos enfants innocents ‡ l'Ècole et puis... Pourquoi l'esprit crÈatif de l'enfant devrait-il Ítre impliquÈ dans les questions sexuelles ? ! ""A-t-il la capacitÈ pour ceux-ci?! L'avis des familles n'est-il pas important ?! ""#Gardasil",1
315,818,"La ???? #France conseille le #Gardasil quand les procËs commencent aux …tats-Unis""Ouverture d'un marchÈ qd l'autre se fermeDifficile de faire valoir la clause de non-responsabilitÈ puisque les risques sont connus du fabriquant""#EffetsSecondairesVaccins",2
316,819,"Tiens, encore un ex mÈdecin tendance Q, complotiste, qui d'antivax ARNm passe ‡ #antivax tout court. Etonnant, non ?  Comme quoi, il y a des interdictions d'exercer qui sont plus que justifiÈes...""""#Gardasil #Papillomavirus #Agret",1
317,821,#Gardasil #Papillomavirus #vaccin #effetssecondaires,1
318,825,"Non mais de quoi je me mÍle encore ? ?? Depuis quand, líÈcole organise des campagnes de vaccination ? Cíest un acte mÈdical qui doit Ítre discutÈ avec le mÈdecin traitant, au cas par cas.""""Le #Gardasil níest pas un ??obligatoire.",1
319,827,"Pour les urgences, Macron @FrcsBraun seront au collËge @Jean_Lartaut #Jarnac pour une sÈance de vaccination #HPV #Gardasil le 28/02",3
320,829,"Roselyne la VRP multicartes des labos #H1N1, des stars dÈpravÈes et bientÙt du #Gardasil?",2
321,830,"Les #antivax qui disent qu'ils ne sont pas #antivax et bien finalement sont #antivax. Ils nous le prouve encore une fois... ""Komparazar.#Vaccin""#Gardasil",3
322,831,Le vaccin #Gardasil est dangereux de nombreux effets secondaires encore de la propagande pour influencer un max de personnes ‡ s'empoisonner ??????,4
323,832,"#Gardasil fait líobjet díune plainte dÈj‡ ÈtÈ dÈposÈe, et qui n'est plus commercialisÈ depuis 2020 ????"" lejdd.fr/Societe/Le-GardasilÖÖ ""vidal.fr/actualites/24380-vaÖÖ",1
324,834,"#Papillomavirus: 400 mÈdecins contre un #Gardasil """"""""inefficace"""""""" et """"""""trop cher"""""""" lejdd.fr/Societe/400-meÖ via @LeJDD",3
325,837,"N'est-ce pas un whisteblower de #Merck qui disait que #Gardasil serait le plus gros scandale sanitaire?? Bon, il n'Ètait visiblement pas encore au courant de C19...",2
326,839,"Courrier en question :""af2022caen2.canalblog.com/arÖPar @AngeliqueF14370 ???? ""#Jarnac #papillomavirus #Macron #EnfantsEnDanger #Gardasil",3
327,841,"Est-il possible pour des #Parents responsables de se renseigner qq peu afin de prendre une dÈcision ÈclairÈe (par ex : bÈnÈfices/risques) quant au vaccin #Gardasil ? ""#HPV #Papillomavirus #vaccination ""??",2
328,843,"Placement de produit (#Gardasil ) , mais avant un petit coup de semonce avec le rationnement de l'eau... ??""Ils ne savent plus quoi inventer..  ""via @verity_france",1
329,847,RT - #Gardasil #Merck #levothyrox et... mise en examen ??,0
330,848,"Les lobbys pharmaceutiques ont embauchÈ le PoudrÈ !Le vaccin #PapillomaVirus n'est pas neutre.francesoir.fr/opinions-tribuÖ""#Gardasil Danger.""@anais_tea",3
331,851,Surveillez bien les cartables de vos ado si vous ne souhaitez pas quíils soient vacciner avec le Gardasil #Gardasil,2
332,852,Mince jíai fait vacciner mes deux ados yía 2 deux ou trois ans .. le mÈdecin de la PMI míavait convaincu .. #gardasil,1
333,853,"""""Je ne me risquerais pas ‡ injecter le #Gardasil ‡ ma fille"""""""":""le Dr VÈronique Chabernaud, oncologue (#cancer) et ancien cadre dirigeant d'un grand groupe pharmaceutique, explique ‡ Le Point  ses doutes sur l'efficacitÈ du #vaccin du #papillomavirus. "" lepoint.fr/sante/je-ne-me-riÖ",0
334,854,"MÍme tapage mÈdiatique, mÍme absence de rÈsultats autres que la publicitÈ du fabricant, mÍme occultation des publications indÈpendantes contradictoires, mÍme obsession de vaccination gÈnÈrale sans discernement. «a suffit! #Vaccinationenfant #Papillomavirus #Gardasil",1
335,855,"#MacronNonVaccinÈ veut piquer toute la France ?????""Pourquoi ? ...??#EffetsSecondairesvaccins19 #Mauricette ""Gardons-nous du #Gardasil",1
336,857,"Devoir de mÈmoire. ""Cela fait des mois que je prÈviens qu'il faut se dÈtacher de figures emblÈmatiques ou de lanceurs d'alerte car leurs propos ne sont pas toujours incohÈrents.Raoult n'est pas un alliÈ sur le sujet de la vaccination. Il est mÍme dangereux. ""#Gardasil",1
337,858,#effetsindesirables #Gardasil #proces #RobertKennedy Parents! Ne laissez pas big pharma ruiner la santÈ de vos enfants ! …coutez #ChildrenHealthDefense,2
338,859,"Bonjour Pr @raoult_didier ,""Je fais suite ‡ un tweet que je vous ai envoyÈ hier et je vois celui de @CheckNewsfr ci-dessous.""Quelle est votre position sur le #Gardasil aujourdíhui sachant que #Merck est en procËs aux USA Et que #Sanofi le commercialise en Europe ? Merci ??",2
339,860,ProtÈgeons nos enfants: restons loin des vaccins et de leurs #effetssecondaires le #Gardasil fait face ‡ des masses de procËs aux USA. …coutez #RobertKennedy,2
340,861,"""""Je ne me risquerais pas ‡ injecter le #Gardasil ‡ ma fille"""""""":""le Dr VÈronique Chabernaud, oncologue et ancien cadre dirigeant d'un grand groupe pharmaceutique, explique au Point.fr ses doutes sur l'efficacitÈ du vaccin. Par†Sophie Bartczak"" lepoint.fr/sante/je-ne-me-riÖ",0
341,862,"Dissimulation : les effets nocifs du mÈdicament #Vioxx avaient provoquÈ 40 000 morts aux …tats-Unis... et aucun en France ?""#Merck #Gardasil ? "" lemediaen442.fr/la-dissimulaÖ",0
342,864,"?? PÈtition Stop #Gardasil "" NON ‡ la vaccination de masse dans les collËges avec le vaccin contre le papillomavirus ! petitions.association-sante-Ö #ProtegeonsNosEnfants RT#Jarnac #papillomavirus #hpv ""#EnfantsEnDanger #macron",3
343,870,"#Gardasil: Le procËs a """"""""DEBUTE"""""""" aux USA mais comme d'habitude, @france_soir, le champions de la dÈsinformation, estime qu'il est dÈj‡ terminÈ. Rappel: en France le mÍme procËs s'est soldÈ par un non-lieu.",2
344,873,"Le coup de Jarnac de Macron en dÈplacement hier contre le papillomaVirus"" Notre PrÈsident aurait-il voulu Ítre docteur dans une autre vie ou visiteur mÈdical ?  Macron nous croulons sous des problËmes cruciaux la paix ou la guerre, les retraites...  #PapillomaVirus""#Gardasil",1
345,874,"Le #Gardasil provoque  effets secondaires graves et DÈcËs de jeunes filles injectÈes""Le Conseil indien: Recherche mÈdicale a exigÈ l'arrÍt immÈdiat de ce vax""Les 11 vaccins obligatoires pour les nourrissons (Loi AgnËs Buzyn) causent des effets secondaires graves dus aux adjuvants",4
346,875,"#braun #gardasil""""La volontÈ de [#Macronie ] est de cibler toute une tranche d'‚ge....""""""""""""Les 11-13ans Ètaient les enfants n'ayant pas de #vaccination #COVID19 """"""""obligatoire """""""" en 2021-2022. Juste une constatation.  Hulot de Merk, #Gardasil ,a ÈtÈ condamnÈ ‡ 7millions en indemnitÈs",1
347,876,"Emmanuel Macron enfile son costume de mÈdecin et se prÈcipite pour vacciner les enfants au #Gardasil.""""On va gÈnÈraliser la vaccination dËs le collËge"""""""" a-t-il indiquÈ""?? A quand un vaccin contre la corruption ?""francesoir.fr/societe-sante/Ö",2
348,877,"Mon petit cousin a ÈtÈ emmenÈ de l'hÙpital en hÈlicoptËre cet aprËs-midi. PÈricardite ou myocardite. Injection x3. 16 ans.""""Je suis dÈmoralisÈe tellement j'ai la haine de ce qu'ils ont fait aux jeunes. A l'avenir de l'humanitÈ. Et ils veulent continuer ‡ piquer. #Gardasil",1
349,878,"??Manu super commercial de #BigPharma ! Donc, la santÈ de nos enfants devrait Ítre gÈrÈe par le ministËre de l'Èducation.... ??Permettez aux professeurs de pouvoir enseigner en toute sÈcuritÈ avant de faire de l'ingÈrance mÈdicale. """"?Le #gardasil est inefficace et dangereux.",1
350,879,"#Gardasil Ce matin jíai lu cet article datant de 2016, pour le moment toujours disponible psychomedia.qc.ca/sante/2016Ö",1
351,880,"Comme d'habitude les cas d'effets secondaires graves sont passÈs sous silence. ""#gardasil futur scandaleVoir pour exemple ce qui est arrivÈ ‡ OcÈane""piped.video/7g-3tXv_06A",4
352,881,"TÈmoignage d'OcÈane Bourguignon, piquÈe au #Gardasil ‡ 15 ans. Elle a failli Ítre tÈtraplÈgique ‡ vie ‡ cause de ce vaccin que Macron veut injecter ‡ toutes les adolescentes."""" piped.video/7g-3tXv_06A",1
353,883,Jíignorais que le #Gardasil venait de #sanofi donc #pasteurÖ Áa expliquerait pourquoi pasteur cíest retirÈ au profit de #pfizer : ils avaient dÈj‡ partagÈ le g‚teau. «a explique aussi pourquoi #raoult Ètait pour la vaccination des soignants : car il est pour celle des enfants,1
354,884,Quels sont vos liens d'intÈrÍts avec MERCK SANOFI et les distributeurs du vaccin #Gardasil comme Weinberg ?,3
355,885,"alors Mr Braun prÈfËre vous communiquer les donnÈes qui dÈmontrent que vacciner permet d'augmenter le CA des amis Big Pharma de Macronescu, tout en utilisant les mioches de gueux comme cobayes! #EffetsSecondairesVaccins  #Gardasil #Papillomavirus #Macronistan",3
356,886,"EMacron  appelle ‡ vacciner les #enfants et les adolescents au #Gardasil, contre les infections ‡ papillomavirus humains (HPV). Aux USA en mÍme temps un procËs qui a dÈbutÈ ‡ propos des effets secondaires de ce vaccin.",4
357,887,"En 2014, 400 mÈdecins s'Ètaient ÈlevÈs contre la campagne de vaccination avec le #Gardasil, inefficace et co˚teux. Pourtant, Macron veut faire piquer nos filles, quitte ‡ accroÓtre le dÈficit de la SÈcu pour rien.""""lejdd.fr/Societe/400-medecinÖ",0
358,888,"Vaccin HPV #Gardasil #Merck """"""""La peur fait vendre...."""""""" odysee.com/@laileastick:4/20Ö",0
359,889,"Ils recommencent, comme le Covid, la mÍme manipulation pour nos ados. Parents, ne tombez pas dans le piËge. Ne vaxxinez pas vos enfants avec un poison supplÈmentaire. #Mercks est en procËs de masse aux USA pour le #Gardasil. N'accordez aucune confiance ‡ Macron.",1
360,890,TÈmoignage #Gardasil #Papillomavirus #effetssecondaires,1
361,891,Le professeur Didier Raoult prÈconise de faire vacciner les jeunes adolescents avec le #gardasil .,2
362,892,"""""ce que Macronescu a annoncÈ hier est dÈterminant pour l'enrichissement des Big Pharma nos amis, et pour tester le degrÈ de dÈbilitÈ profonde des gueux qui pensent vraiment que nous nous soucions de leurs mioches!"""""""" #Gardasil #Papillomavirus  #EffetsSecondairesVaccins #Macronistan",0
363,893,"C n'importe quoi! Ces gens sont trËs dangereux : en faisant peur aux parents, ils seront responsables des cancers de leurs enfants ! RÈvoltant #Gardasil #Papillomavirus #antiscience",0
364,895,"Vous en avez pas eu assez des #effetssecondaires non circonscrits ? ""Le #Gardasil a ÈtÈ retirÈ du marchÈ en Inde.""Et le prÈsident de Merck n'est autre le Mr Hulot et son scandale avec le #Levothyrox condamnÈ ‡ des indemnisations de 7millions",0
365,912,"Pour les dÈbiles qui nous ressortent le graphËne saison 2 avec le gardasil. Voila la compo """"#antivax #VPH #Gardasil #cancer #IST",3
366,918,#gardasil ce vaccin níest ni fiable ni gratuit ????il níest efficace quí‡ 20% díaprËs les Ètudes cliniques. par ailleurs que le Gardasil co˚te ´ 123 euros par dose ª et quíil fait reculer la pratique du frottis ´ efficace ‡ 100 % ª.,1
367,921,"Je ne suis pas #antivax, je suis juste contre une thÈrapie gÈnique en phase 3, Èpisode trouzemilleÖ #Gardasil #Papillomavirus",3
368,925,"Vous en avez pas eu assez des #effetssecondaires non circonscrits ? ""Le #Gardasil a ÈtÈ retirÈ du marchÈ en Inde.""Et le prÈsident de Merck n'est autre le Mr Hulot et son scandale avec le #Levothyrox condamnÈ ‡ des indemnisations de 7millions",0
369,930,"Parents, soyez informÈ sur le gardasil, la nouvelle corruption du mari de Brigitte. #effetssecondzires #vaccin #danger #corruption #Gardasil",2
370,946,"Le #Gardasil a ÈtÈ conseillÈ depuis 10ans aux filles de 14ans par HCSP. Ce sont des faits (voir les affichages dans les infirmeries, les salles attente chez les medecins).Voir le documents.Donc pour les garÁons,  aucune propagande.Ce qui ne veut pas dire qu'il nest pas conseillÈ",0
371,956,"Mais en fait Ö cíest un test pour mesurer le niveau de soumission des gueux. Sachant que ledit #Gardasil est interdit dans plusieurs pays, nos maÓtres jaugeront leur bÈtail humain. La #VaccinationEnfant, ils avaient tentÈ au coup díavant, ils retentent ! #Papillomavirus",1
372,968,"Scandale du Levothyrox, Áa c'Ètait un petit scandale ... Renseignez-vous sur le Vioxx.""C'Ètait le gÈnÈsis.Il y a 20 ans, tout y Ètait dÈj‡. Rien n'a changÈ#Vaccinationenfant#PapillomaVirus""#Gardasil",2
373,982,Rien n'est dit sur ce point mais la campagne de vaccination au #gardasil a ÈtÈ pilotÈe par HCSP et vise les filles 14 ans (document joint de 2012),0
374,989,"?? #Macron appelle ‡ vacciner les adolescents au #Gardasil, contre les infections ‡ #papillomavirus humains (HPV). Aux …tats-Unis, en mÍme temps, un procËs a dÈbutÈ ‡ propos des effets secondaires de ce #vaccin.  ""brujitafr.fr/2023/03/emmanueÖ ""#ACTUALITES #vaccin #SANTE #POLITIQUE",4
375,991,"Avant de se prÈcipiter tÍte baissÈe, comme pour le vaxx Covid, il serait bon de se pencher sur le passÈ du #Gardasil, qui est tout, sauf limpide et dÈpourvu de toute ombre. Voir l'ouvrage de #RobertFKennedy, p 497 et suivantes.",2
376,1011,"#Gardasil""""Mon argument massue en faveur de la vaccination : HPV Áa fait aussi des cancers de la teub",2
377,1021,"Une action judiciaire est en cours aux …tats-Unis contre le laboratoire Merck pour avoir exagÈrÈ les bÈnÈfices du ##Gardasil et masquÈ de possibles effets secondaires."" ""Et on continue. L'enfumage du vaccin anti-#covid n'a pas suffi.",4
378,1037,"?? Il semblerait que les injections  anti #Covid níont pas ÈtÈ suffisamment efficaceÖ"" ????Seulement 20 % de surmortalitÈ ????Continuons notre effort avec les vaccins contre le #Papillomavirus ! ""#Gardasil ??",0
379,1047,"Le #Gardasil est commercialisÈ par le laboratoire MSD pour Èviter un MST.""Vieux scandale : VIOXX.Mais qui sont les actionnaires de @MSDFrance ? Notre Leader SuprÍme et sa cour doit les connaitre : BlackRock et Vanguard !""#VaccinationEnfant #Papillomavirus",2
380,1067,"Emmanuel Macron, l'incarnation du capitalisme de connivence fait la promotion d'un douziËme vaccin pour #Vaccinationenfant contre le #PapillomaVirus avec le #Gardasil de chez Merck, laboratoire dÈj‡ mis en examen pour tromperie aggravÈe dans le scandale du Levothyrox. """"DANGER !",2
381,1088,"?? #Macron appelle ‡ vacciner les adolescents au #Gardasil, contre les infections ‡ #papillomavirus humains (HPV). Aux …tats-Unis, en mÍme temps, un procËs a dÈbutÈ ‡ propos des effets secondaires de ce #vaccin.  ""brujitafr.fr/2023/03/emmanueÖ ""#ACTUALITES #vaccin #SANTE #POLITIQUE",4
382,1090,"Un clou chasse l'autre, comme disait l'autre ‡ P‚ques il y a 2000 ans.""Avec notre Leader SuprÍme, on est passÈ aux aiguilles.On n'arrÍte pas le progrËs.""#Vaccinationenfant #PapillomaVirus #Gardasil",1
383,1136,"Thierry Hulot,prÈsident de Merck qui commercialise le vaccin du #Papillomavirus sous le nom de #gardasil dont la firme a ÈtÈ mise en examen pour tromperie aggravÈe dans l'affaire du #levothyrox va piquer des garÁons contre les 6000 cas de cancer de l'utÈrus/an.""""Merci qui ?...",0
384,1163,…tonnante prÈcipitation pour vacciner les enfants avec le vaccin controversÈ #Gardasil Ö,2
385,1228,"??Re-Tweet?? EMacron  appelle ‡ vacciner les #enfants et les adolescents au #Gardasil, contre les infections ‡ papillomavirus humains (HPV). Au USA en mÍme temps un procËs qui a dÈbutÈ ‡ propos des effets secondaires de ce pseudo vaccin mortifËre . francesoir.fr/societe-sante/Ö",4
386,1286,"#McKinsey a touchÈ combien pour ce conseil Mr MACRON ? Pour la santÈ  de nos enfants vous dites! Vos mensonges nous fatiguent!""""#Gardasil",1
387,1345,"????""#Mercks de plus en plus VORACE Veut injecter son #GARDASIL faisant l'objet de PLAINTES  aux USA (JUGEMENT en septembre 2023) dËs l'‚ge de NEUF ANS??""childrenshealthdefense.org/dÖ",1
388,1385,Faut dire qu'on a affaire ‡ de bons pyromanes #Gardasil,2
389,1413,Ces  vaccinol‚tres n'Èpargne personne...  #vaccinationenfant #Gardasil  @dupontmarieest1 @StatChrisCotton  @v_joron @mmtchi @OuestFrance  @LEXPRESS  @LePoint,1
390,1495,"?? Le nouvel ordre mondial par la santÈ ! TraitÈ pandÈmie et rËglement sanitaire Mondial ! ""RÈveillez-vos voisins ! Dans 1 an il sera trop tard ! #Gardasil #PfizerGate #McKinseyGate #MerckGate .... ""sentadepuydt.substack.com/p/Ö",3
391,1529,"Si #Macron croit qu'on va les laisser injecter nos enfants au #Gardasil alors que ce produit est interdit dans plusieurs pays pour ses effets secondaires et son mauvais rapport bÈnÈfices/risques, c'est mal connaÓtre la force des parents qui protËgent leurs enfants.",1
392,1629,"Suite aux annonces d'Emmanuel #Macron favorable ‡ l'obligation du vaccin contre le #papillomavirus, retour sur l'intervention de R. Kennedy Jr (ao˚t 2022) sur les nombreuses actions en justice liÈes au vaccin #Gardasil en cours aux Etats-Unis....",4
393,1688,"#vaccin #gardasil contre le papillomavirus ""#vaccin #COVID19vaccine ne faite pas confiance ‡ la vaccination du papillomavirusils n'ont pas reussi avec le covid19ils reviennent en force sur une autre maladiepourquoi faire confiance a des gens qui nous mentent""attention danger",3
394,2356,"?? ALERTE GENERALE ??"" Il faut avertir les #antivax que #Raoult est POUR la vaccination massive contre le #papilllomavirus :) Source ?  Bah, Didou lui-mÍme...PS : il dit aussi qu'il faut sÈvir contre les fakes antivax ??#Gardasil""piped.video/zAampntyD6k?t=216",2
395,2374,"#Gardasil "" ""Business ou santÈ ?",1
396,2407,"Petit dossier ?""medocean.re/actions/hpv-et-vÖ @noel_sylviane @MullerBronnL @ethiqueccnens @Sante_Gouv @Francois_Ruffin  ""#Gardasil",1
397,2464,"@olivierveran   AprËs 35000 personnes dÈcÈdÈes  dans les  EHPAD  il va commencer sa propagande  #Gardasil"""" a vous les jeunes  !",1
